prompt_id,category,level,domain,target_smells,syntax_ok,loc,cc_max,mi,ruff_total,undefined_name,unused_var,n_smells,smells_found,target_covered,target_hit,model,lang
dead_code_basic_001,dead_code,basic,E-commerce,Dead Code,1,18,3,95.45,1,0,0,2,Comments (as smell indicator);Temporary Field,1,0,deepseek-coder-1.3b,fr
dead_code_intermediate_001,dead_code,intermediate,Finance,Dead Code,1,43,3,69.71,0,0,0,16,Duplicated Code;Global State;Lazy Class;Magic Numbers/Strings;Middle Man,1,0,deepseek-coder-1.3b,fr
deep_nesting_advanced_001,deep_nesting,advanced,Healthcare,Deep Nesting,1,22,6,87.65,0,0,0,2,Deep Nesting;Long Method,1,1,deepseek-coder-1.3b,fr
deep_nesting_basic_001,deep_nesting,basic,E-commerce,Deep Nesting,1,39,5,74.82,1,0,0,22,Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,fr
deep_nesting_intermediate_001,deep_nesting,intermediate,Finance,Deep Nesting,1,43,8,85.86,1,0,0,2,Global State;Long Method,1,0,deepseek-coder-1.3b,fr
duplicated_code_advanced_001,duplicated_code,advanced,General Software,Duplicated Code,1,41,3,76.56,0,0,0,15,Duplicated Code,1,1,deepseek-coder-1.3b,fr
duplicated_code_basic_001,duplicated_code,basic,E-commerce,Duplicated Code,1,31,4,61.51,7,0,3,6,Dead Code;Duplicated Code,1,1,deepseek-coder-1.3b,fr
duplicated_code_intermediate_001,duplicated_code,intermediate,Healthcare,Duplicated Code,0,16,0,,119,0,0,0,,1,0,deepseek-coder-1.3b,fr
feature_envy_advanced_001,feature_envy,advanced,Healthcare,Feature Envy,1,71,2,100.0,7,0,0,17,Data Clumps;Duplicated Code;Long Parameter List,1,0,deepseek-coder-1.3b,fr
feature_envy_basic_001,feature_envy,basic,E-commerce,Feature Envy,1,20,2,100.0,0,0,0,2,Comments (as smell indicator);Feature Envy,1,1,deepseek-coder-1.3b,fr
feature_envy_intermediate_001,feature_envy,intermediate,Finance,Feature Envy,0,68,0,,1,0,0,1,Long Method,1,0,deepseek-coder-1.3b,fr
global_state_advanced_001,global_state,advanced,Finance,Global State,0,48,0,,284,0,0,0,,1,0,deepseek-coder-1.3b,fr
global_state_basic_001,global_state,basic,E-commerce,Global State,1,47,1,100.0,1,0,0,16,Comments (as smell indicator);Dead Code;Duplicated Code;Global State,1,1,deepseek-coder-1.3b,fr
global_state_intermediate_001,global_state,intermediate,Finance,Global State,1,35,3,53.41,0,0,0,8,Duplicated Code,1,0,deepseek-coder-1.3b,fr
god_class_advanced_001,god_class,advanced,General Software,God Class / Large Class,0,48,0,,1,0,0,52,Duplicated Code,1,0,deepseek-coder-1.3b,fr
god_class_basic_001,god_class,basic,E-commerce,God Class / Large Class,0,2,0,,6,0,0,0,,1,0,deepseek-coder-1.3b,fr
god_class_intermediate_001,god_class,intermediate,Healthcare,God Class / Large Class,1,115,2,76.52,17,0,0,30,Data Class;Dead Code;Duplicated Code;Global State;Lazy Class;Long Method;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,fr
inappropriate_intimacy_advanced_001,inappropriate_intimacy,advanced,Healthcare,Inappropriate Intimacy,1,55,2,100.0,3,0,0,22,Data Class;Dead Code;Duplicated Code;Lazy Class;Long Parameter List;Speculative Generality,1,0,deepseek-coder-1.3b,fr
inappropriate_intimacy_basic_001,inappropriate_intimacy,basic,E-commerce,Inappropriate Intimacy,1,8,2,100.0,0,0,0,3,Data Class;Lazy Class,1,0,deepseek-coder-1.3b,fr
inappropriate_intimacy_intermediate_001,inappropriate_intimacy,intermediate,Finance,Inappropriate Intimacy,1,44,3,46.84,0,0,0,9,Duplicated Code,1,0,deepseek-coder-1.3b,fr
incomplete_library_class_advanced_001,incomplete_library_class,advanced,E-commerce,Incomplete Library Class,0,1,0,,24,0,0,0,,0,,deepseek-coder-1.3b,fr
incomplete_library_class_basic_001,incomplete_library_class,basic,E-commerce,Incomplete Library Class,1,19,2,89.45,1,0,0,11,Long Method;Magic Numbers/Strings,0,,deepseek-coder-1.3b,fr
incomplete_library_class_intermediate_001,incomplete_library_class,intermediate,E-commerce,Incomplete Library Class,1,28,2,74.79,0,0,0,8,Data Class;Duplicated Code;Global State;Lazy Class;Magic Numbers/Strings,0,,deepseek-coder-1.3b,fr
lazy_class_advanced_001,lazy_class,advanced,Finance,Lazy Class,1,43,2,100.0,0,0,0,15,Duplicated Code,1,0,deepseek-coder-1.3b,fr
lazy_class_basic_001,lazy_class,basic,E-commerce,Lazy Class,1,9,3,90.88,0,0,0,1,Global State,1,0,deepseek-coder-1.3b,fr
lazy_class_intermediate_001,lazy_class,intermediate,Finance,Lazy Class,1,38,2,100.0,0,0,0,14,Duplicated Code;Global State;Magic Numbers/Strings;Temporary Field,1,0,deepseek-coder-1.3b,fr
long_method_advanced_001,long_method,advanced,General Software,Long Method,1,70,1,100.0,2,0,0,32,Comments (as smell indicator);Dead Code;Duplicated Code;Long Method,1,1,deepseek-coder-1.3b,fr
long_method_basic_001,long_method,basic,E-commerce,Long Method,1,36,7,83.66,1,1,0,8,Duplicated Code;Switch Statements,1,0,deepseek-coder-1.3b,fr
long_method_intermediate_001,long_method,intermediate,Healthcare,Long Method,1,23,0,100.0,1,0,0,11,Comments (as smell indicator);Dead Code;Global State;Message Chains,1,0,deepseek-coder-1.3b,fr
long_parameter_list_advanced_001,long_parameter_list,advanced,General Software,Long Parameter List,1,31,1,100.0,2,0,0,3,Dead Code;Long Method;Long Parameter List,1,1,deepseek-coder-1.3b,fr
long_parameter_list_basic_001,long_parameter_list,basic,E-commerce,Long Parameter List,1,21,1,100.0,3,0,0,2,Long Method;Long Parameter List,1,1,deepseek-coder-1.3b,fr
long_parameter_list_intermediate_001,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,13,3,100.0,4,3,0,1,Long Parameter List,1,1,deepseek-coder-1.3b,fr
magic_numbers_advanced_001,magic_numbers,advanced,Healthcare,Magic Numbers/Strings,1,28,0,94.06,0,0,0,11,Global State;Magic Numbers/Strings;Message Chains,1,1,deepseek-coder-1.3b,fr
magic_numbers_basic_001,magic_numbers,basic,E-commerce,Magic Numbers/Strings,1,14,1,96.69,0,0,0,4,Global State,1,0,deepseek-coder-1.3b,fr
magic_numbers_intermediate_001,magic_numbers,intermediate,Finance,Magic Numbers/Strings,1,39,3,73.37,0,0,0,15,Data Class;Duplicated Code;Feature Envy;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-1.3b,fr
message_chains_advanced_001,message_chains,advanced,Finance,Message Chains,1,3,2,76.93,2,0,0,0,,1,0,deepseek-coder-1.3b,fr
message_chains_basic_001,message_chains,basic,E-commerce,Message Chains,1,12,2,69.58,2,0,0,2,Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,fr
message_chains_intermediate_001,message_chains,intermediate,Finance,Message Chains,1,15,4,100.0,0,0,0,0,,1,0,deepseek-coder-1.3b,fr
middle_man_advanced_001,middle_man,advanced,Finance,Middle Man,1,56,2,54.92,0,0,0,22,Duplicated Code,1,0,deepseek-coder-1.3b,fr
middle_man_basic_001,middle_man,basic,E-commerce,Middle Man,1,15,2,100.0,0,0,0,7,Data Class;Duplicated Code,1,0,deepseek-coder-1.3b,fr
middle_man_intermediate_001,middle_man,intermediate,Finance,Middle Man,1,18,2,100.0,0,0,0,16,Duplicated Code;Middle Man,1,1,deepseek-coder-1.3b,fr
parallel_inheritance_advanced_001,parallel_inheritance,advanced,Finance,Parallel Inheritance Hierarchies,1,65,2,100.0,0,0,0,34,Data Class;Data Clumps;Duplicated Code;Lazy Class;Long Parameter List,1,0,deepseek-coder-1.3b,fr
parallel_inheritance_basic_001,parallel_inheritance,basic,E-commerce,Parallel Inheritance Hierarchies,1,44,2,100.0,0,0,0,30,Data Class;Duplicated Code;Feature Envy;Global State;Lazy Class;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,fr
parallel_inheritance_intermediate_001,parallel_inheritance,intermediate,Finance,Parallel Inheritance Hierarchies,1,34,2,78.28,2,0,0,19,Data Class;Data Clumps;Duplicated Code;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,fr
primitive_obsession_advanced_001,primitive_obsession,advanced,Healthcare,Primitive Obsession,1,16,2,100.0,1,0,0,4,Data Class;Lazy Class;Long Parameter List,0,,deepseek-coder-1.3b,fr
primitive_obsession_basic_001,primitive_obsession,basic,E-commerce,Primitive Obsession,1,30,11,82.69,1,0,0,2,Long Method;Long Parameter List,0,,deepseek-coder-1.3b,fr
primitive_obsession_intermediate_001,primitive_obsession,intermediate,Finance,Primitive Obsession,1,10,2,100.0,0,0,0,5,Data Class;Duplicated Code;Lazy Class;Long Parameter List,0,,deepseek-coder-1.3b,fr
refused_bequest_advanced_001,refused_bequest,advanced,Finance,Refused Bequest,1,48,2,52.01,0,0,0,9,Duplicated Code;Global State;Long Parameter List,1,0,deepseek-coder-1.3b,fr
refused_bequest_basic_001,refused_bequest,basic,E-commerce,Refused Bequest,1,20,2,87.74,0,0,0,2,Duplicated Code;Global State,1,0,deepseek-coder-1.3b,fr
refused_bequest_intermediate_001,refused_bequest,intermediate,Finance,Refused Bequest,1,17,2,100.0,0,0,0,5,Duplicated Code;Speculative Generality,1,0,deepseek-coder-1.3b,fr
shotgun_surgery_advanced_001,shotgun_surgery,advanced,Finance,Shotgun Surgery,1,27,3,82.37,1,0,0,3,Duplicated Code;Long Parameter List,0,,deepseek-coder-1.3b,fr
shotgun_surgery_basic_001,shotgun_surgery,basic,E-commerce,Shotgun Surgery,1,23,2,100.0,2,0,0,4,Dead Code;Duplicated Code,0,,deepseek-coder-1.3b,fr
shotgun_surgery_intermediate_001,shotgun_surgery,intermediate,Finance,Shotgun Surgery,1,53,3,100.0,0,0,0,14,Duplicated Code;Global State;Refused Bequest,0,,deepseek-coder-1.3b,fr
speculative_generality_advanced_001,speculative_generality,advanced,Finance,Speculative Generality,1,50,2,73.43,7,0,0,9,Dead Code;Duplicated Code;Global State;Lazy Class;Magic Numbers/Strings;Temporary Field,1,0,deepseek-coder-1.3b,fr
speculative_generality_basic_001,speculative_generality,basic,E-commerce,Speculative Generality,1,28,2,100.0,3,1,1,2,Dead Code;Duplicated Code,1,0,deepseek-coder-1.3b,fr
speculative_generality_intermediate_001,speculative_generality,intermediate,Finance,Speculative Generality,1,13,1,99.33,2,0,1,2,Dead Code;Global State,1,0,deepseek-coder-1.3b,fr
switch_statements_advanced_001,switch_statements,advanced,Healthcare,Switch Statements,1,33,3,84.68,0,0,0,14,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,fr
switch_statements_basic_001,switch_statements,basic,E-commerce,Switch Statements,1,24,4,89.4,0,0,0,12,Long Method;Magic Numbers/Strings;Switch Statements,1,1,deepseek-coder-1.3b,fr
switch_statements_intermediate_001,switch_statements,intermediate,Finance,Switch Statements,1,39,13,76.34,2,0,0,3,Long Method;Switch Statements,1,1,deepseek-coder-1.3b,fr
temporary_field_advanced_001,temporary_field,advanced,Finance,Temporary Field,1,45,2,100.0,0,0,0,53,Data Class;Duplicated Code;God Class / Large Class,1,0,deepseek-coder-1.3b,fr
temporary_field_basic_001,temporary_field,basic,E-commerce,Temporary Field,0,1,0,,30,0,0,0,,1,0,deepseek-coder-1.3b,fr
temporary_field_intermediate_001,temporary_field,intermediate,Finance,Temporary Field,1,44,2,100.0,1,0,0,7,Duplicated Code;Global State;Long Method;Long Parameter List;Speculative Generality,1,0,deepseek-coder-1.3b,fr
alternative_classes_different_interfaces_advanced_001,alternative_classes_different_interfaces,advanced,Finance,Alternative Classes with Different Interfaces,1,9,1,100.0,1,0,0,0,,0,,deepseek-coder-1.3b,zh
alternative_classes_different_interfaces_basic_001,alternative_classes_different_interfaces,basic,E-commerce,Alternative Classes with Different Interfaces,1,11,1,100.0,2,0,0,0,,0,,deepseek-coder-1.3b,zh
alternative_classes_different_interfaces_intermediate_001,alternative_classes_different_interfaces,intermediate,Finance,Alternative Classes with Different Interfaces,1,17,0,100.0,0,0,0,3,Global State;Magic Numbers/Strings,0,,deepseek-coder-1.3b,zh
comments_smell_advanced_001,comments_smell,advanced,E-commerce,Comments (as smell indicator),1,6,0,100.0,0,0,0,2,Global State,1,0,deepseek-coder-1.3b,zh
comments_smell_basic_001,comments_smell,basic,E-commerce,Comments (as smell indicator),1,3,0,100.0,0,0,0,0,,1,0,deepseek-coder-1.3b,zh
comments_smell_intermediate_001,comments_smell,intermediate,E-commerce,Comments (as smell indicator),0,1,0,,21,0,0,0,,1,0,deepseek-coder-1.3b,zh
data_class_advanced_001,data_class,advanced,Finance,Data Class,1,26,2,100.0,3,0,0,5,Duplicated Code;Lazy Class;Magic Numbers/Strings;Temporary Field,1,0,deepseek-coder-1.3b,zh
data_class_basic_001,data_class,basic,E-commerce,Data Class,1,14,2,100.0,0,0,0,3,Data Class;Duplicated Code;Global State,1,1,deepseek-coder-1.3b,zh
data_class_intermediate_001,data_class,intermediate,Finance,Data Class,1,22,2,100.0,0,0,0,9,Duplicated Code;Global State;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
data_clumps_advanced_001,data_clumps,advanced,Healthcare,Data Clumps,1,12,2,100.0,0,0,0,3,Global State;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
data_clumps_basic_001,data_clumps,basic,E-commerce,Data Clumps,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
data_clumps_intermediate_001,data_clumps,intermediate,Finance,Data Clumps,1,9,2,66.06,1,0,0,1,Dead Code,1,0,deepseek-coder-1.3b,zh
dead_code_advanced_001,dead_code,advanced,Finance,Dead Code,0,1,0,,37,0,0,0,,1,0,deepseek-coder-1.3b,zh
dead_code_basic_001,dead_code,basic,E-commerce,Dead Code,1,14,3,66.39,5,0,0,6,Dead Code;Message Chains,1,1,deepseek-coder-1.3b,zh
dead_code_intermediate_001,dead_code,intermediate,Finance,Dead Code,0,1,0,,21,0,0,0,,1,0,deepseek-coder-1.3b,zh
deep_nesting_advanced_001,deep_nesting,advanced,Healthcare,Deep Nesting,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
deep_nesting_basic_001,deep_nesting,basic,E-commerce,Deep Nesting,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
deep_nesting_intermediate_001,deep_nesting,intermediate,Finance,Deep Nesting,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
duplicated_code_advanced_001,duplicated_code,advanced,General Software,Duplicated Code,1,36,0,81.02,0,0,0,6,Global State;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
duplicated_code_basic_001,duplicated_code,basic,E-commerce,Duplicated Code,1,22,2,100.0,12,0,0,3,Duplicated Code,1,1,deepseek-coder-1.3b,zh
duplicated_code_intermediate_001,duplicated_code,intermediate,Healthcare,Duplicated Code,0,1,0,,42,0,0,0,,1,0,deepseek-coder-1.3b,zh
feature_envy_advanced_001,feature_envy,advanced,Healthcare,Feature Envy,1,31,2,100.0,0,0,0,10,Data Class;Duplicated Code;Global State;Lazy Class;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
feature_envy_basic_001,feature_envy,basic,E-commerce,Feature Envy,1,20,2,100.0,0,0,0,2,Global State;Long Parameter List,1,0,deepseek-coder-1.3b,zh
feature_envy_intermediate_001,feature_envy,intermediate,Finance,Feature Envy,1,77,0,100.0,19,18,0,20,Comments (as smell indicator);Dead Code;Global State,1,0,deepseek-coder-1.3b,zh
global_state_advanced_001,global_state,advanced,Finance,Global State,0,2,0,,16,0,0,0,,1,0,deepseek-coder-1.3b,zh
global_state_basic_001,global_state,basic,E-commerce,Global State,1,43,0,100.0,11,0,0,8,Dead Code,1,0,deepseek-coder-1.3b,zh
global_state_intermediate_001,global_state,intermediate,Finance,Global State,0,1,0,,20,0,0,0,,1,0,deepseek-coder-1.3b,zh
god_class_advanced_001,god_class,advanced,General Software,God Class / Large Class,1,25,0,95.04,2,0,0,4,Global State;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
god_class_basic_001,god_class,basic,E-commerce,God Class / Large Class,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
god_class_intermediate_001,god_class,intermediate,Healthcare,God Class / Large Class,1,2,0,81.45,3,3,0,1,Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
inappropriate_intimacy_advanced_001,inappropriate_intimacy,advanced,Healthcare,Inappropriate Intimacy,1,4,1,100.0,0,0,0,1,Global State,1,0,deepseek-coder-1.3b,zh
inappropriate_intimacy_basic_001,inappropriate_intimacy,basic,E-commerce,Inappropriate Intimacy,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
inappropriate_intimacy_intermediate_001,inappropriate_intimacy,intermediate,Finance,Inappropriate Intimacy,0,12,0,,102,0,0,0,,1,0,deepseek-coder-1.3b,zh
incomplete_library_class_advanced_001,incomplete_library_class,advanced,E-commerce,Incomplete Library Class,0,10,0,,55,0,0,0,,0,,deepseek-coder-1.3b,zh
incomplete_library_class_basic_001,incomplete_library_class,basic,E-commerce,Incomplete Library Class,0,1,0,,20,0,0,0,,0,,deepseek-coder-1.3b,zh
incomplete_library_class_intermediate_001,incomplete_library_class,intermediate,E-commerce,Incomplete Library Class,0,1,0,,20,0,0,0,,0,,deepseek-coder-1.3b,zh
lazy_class_advanced_001,lazy_class,advanced,Finance,Lazy Class,0,16,0,,133,0,0,0,,1,0,deepseek-coder-1.3b,zh
lazy_class_basic_001,lazy_class,basic,E-commerce,Lazy Class,1,2,0,100.0,0,0,0,1,Global State,1,0,deepseek-coder-1.3b,zh
lazy_class_intermediate_001,lazy_class,intermediate,Finance,Lazy Class,1,24,1,92.85,1,0,0,3,Dead Code;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
long_method_advanced_001,long_method,advanced,General Software,Long Method,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
long_method_basic_001,long_method,basic,E-commerce,Long Method,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
long_method_intermediate_001,long_method,intermediate,Healthcare,Long Method,1,24,2,100.0,1,0,0,3,Duplicated Code,1,0,deepseek-coder-1.3b,zh
long_parameter_list_advanced_001,long_parameter_list,advanced,General Software,Long Parameter List,1,59,1,100.0,1,0,0,8,Global State;Long Method;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-1.3b,zh
long_parameter_list_basic_001,long_parameter_list,basic,E-commerce,Long Parameter List,1,15,1,100.0,1,0,0,1,Long Parameter List,1,1,deepseek-coder-1.3b,zh
long_parameter_list_intermediate_001,long_parameter_list,intermediate,Healthcare,Long Parameter List,1,17,0,100.0,1,1,0,6,Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
magic_numbers_advanced_001,magic_numbers,advanced,Healthcare,Magic Numbers/Strings,1,23,0,100.0,2,1,0,5,Dead Code;Global State;Magic Numbers/Strings,1,1,deepseek-coder-1.3b,zh
magic_numbers_basic_001,magic_numbers,basic,E-commerce,Magic Numbers/Strings,1,12,0,100.0,1,0,0,1,Global State,1,0,deepseek-coder-1.3b,zh
magic_numbers_intermediate_001,magic_numbers,intermediate,Finance,Magic Numbers/Strings,1,2,0,100.0,0,0,0,7,Global State;Magic Numbers/Strings,1,1,deepseek-coder-1.3b,zh
message_chains_advanced_001,message_chains,advanced,Finance,Message Chains,1,10,0,100.0,8,5,0,3,Dead Code;Global State,1,0,deepseek-coder-1.3b,zh
message_chains_basic_001,message_chains,basic,E-commerce,Message Chains,0,1,0,,5,0,0,0,,1,0,deepseek-coder-1.3b,zh
message_chains_intermediate_001,message_chains,intermediate,Finance,Message Chains,1,32,0,100.0,0,0,0,1,Global State,1,0,deepseek-coder-1.3b,zh
middle_man_advanced_001,middle_man,advanced,Finance,Middle Man,1,22,2,61.59,0,0,0,4,Duplicated Code,1,0,deepseek-coder-1.3b,zh
middle_man_basic_001,middle_man,basic,E-commerce,Middle Man,0,12,0,,133,0,0,0,,1,0,deepseek-coder-1.3b,zh
middle_man_intermediate_001,middle_man,intermediate,Finance,Middle Man,0,151,0,,1,0,0,238,Duplicated Code,1,0,deepseek-coder-1.3b,zh
parallel_inheritance_advanced_001,parallel_inheritance,advanced,Finance,Parallel Inheritance Hierarchies,1,18,2,88.6,0,0,0,1,Deep Nesting,1,0,deepseek-coder-1.3b,zh
parallel_inheritance_basic_001,parallel_inheritance,basic,E-commerce,Parallel Inheritance Hierarchies,1,14,2,66.31,0,0,0,3,Data Clumps;Duplicated Code,1,0,deepseek-coder-1.3b,zh
parallel_inheritance_intermediate_001,parallel_inheritance,intermediate,Finance,Parallel Inheritance Hierarchies,0,2,0,,1,0,0,0,,1,0,deepseek-coder-1.3b,zh
primitive_obsession_advanced_001,primitive_obsession,advanced,Healthcare,Primitive Obsession,1,6,1,100.0,2,0,0,12,Long Parameter List;Magic Numbers/Strings,0,,deepseek-coder-1.3b,zh
primitive_obsession_basic_001,primitive_obsession,basic,E-commerce,Primitive Obsession,1,7,1,100.0,0,0,0,0,,0,,deepseek-coder-1.3b,zh
primitive_obsession_intermediate_001,primitive_obsession,intermediate,Finance,Primitive Obsession,1,18,1,100.0,0,0,0,6,Duplicated Code;Global State;Magic Numbers/Strings,0,,deepseek-coder-1.3b,zh
refused_bequest_advanced_001,refused_bequest,advanced,Finance,Refused Bequest,0,6,0,,44,0,0,0,,1,0,deepseek-coder-1.3b,zh
refused_bequest_basic_001,refused_bequest,basic,E-commerce,Refused Bequest,0,1,0,,21,0,0,0,,1,0,deepseek-coder-1.3b,zh
refused_bequest_intermediate_001,refused_bequest,intermediate,Finance,Refused Bequest,1,12,1,100.0,3,0,0,1,Lazy Class,1,0,deepseek-coder-1.3b,zh
shotgun_surgery_advanced_001,shotgun_surgery,advanced,Finance,Shotgun Surgery,0,46,0,,256,0,0,0,,0,,deepseek-coder-1.3b,zh
shotgun_surgery_basic_001,shotgun_surgery,basic,E-commerce,Shotgun Surgery,1,7,1,100.0,0,0,0,2,Comments (as smell indicator);Lazy Class,0,,deepseek-coder-1.3b,zh
shotgun_surgery_intermediate_001,shotgun_surgery,intermediate,Finance,Shotgun Surgery,0,2,0,,1,0,0,0,,0,,deepseek-coder-1.3b,zh
speculative_generality_advanced_001,speculative_generality,advanced,Finance,Speculative Generality,0,1,0,,22,0,0,0,,1,0,deepseek-coder-1.3b,zh
speculative_generality_basic_001,speculative_generality,basic,E-commerce,Speculative Generality,1,12,2,100.0,0,0,0,2,Data Class;Duplicated Code,1,0,deepseek-coder-1.3b,zh
speculative_generality_intermediate_001,speculative_generality,intermediate,Finance,Speculative Generality,1,155,0,100.0,23,0,0,13,Comments (as smell indicator);Global State,1,0,deepseek-coder-1.3b,zh
switch_statements_advanced_001,switch_statements,advanced,Healthcare,Switch Statements,1,52,19,64.87,3,0,0,16,Long Method;Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
switch_statements_basic_001,switch_statements,basic,E-commerce,Switch Statements,1,7,3,73.61,0,0,0,2,Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
switch_statements_intermediate_001,switch_statements,intermediate,Finance,Switch Statements,1,37,5,83.43,1,0,0,4,Data Clumps;Duplicated Code;Long Method,1,0,deepseek-coder-1.3b,zh
temporary_field_advanced_001,temporary_field,advanced,Finance,Temporary Field,0,2,0,,16,0,0,0,,1,0,deepseek-coder-1.3b,zh
temporary_field_basic_001,temporary_field,basic,E-commerce,Temporary Field,1,32,0,100.0,3,1,0,12,Comments (as smell indicator);Dead Code;Global State;Magic Numbers/Strings,1,0,deepseek-coder-1.3b,zh
temporary_field_intermediate_001,temporary_field,intermediate,Finance,Temporary Field,0,2,0,,4,0,0,0,,1,0,deepseek-coder-1.3b,zh
alternative_classes_different_interfaces_advanced_001,alternative_classes_different_interfaces,advanced,Finance,Alternative Classes with Different Interfaces,1,11,1,100.0,0,0,0,4,Duplicated Code;Long Parameter List,0,,deepseek-coder-6.7b,es
alternative_classes_different_interfaces_basic_001,alternative_classes_different_interfaces,basic,E-commerce,Alternative Classes with Different Interfaces,1,20,2,100.0,2,0,0,1,Duplicated Code,0,,deepseek-coder-6.7b,es
alternative_classes_different_interfaces_intermediate_001,alternative_classes_different_interfaces,intermediate,Finance,Alternative Classes with Different Interfaces,1,54,4,62.06,0,0,0,8,Deep Nesting;Long Method;Long Parameter List;Magic Numbers/Strings,0,,deepseek-coder-6.7b,es
comments_smell_advanced_001,comments_smell,advanced,E-commerce,Comments (as smell indicator),1,39,2,94.7,0,0,0,10,Comments (as smell indicator);Data Class;Global State;Lazy Class;Magic Numbers/Strings;Middle Man,1,1,deepseek-coder-6.7b,es
comments_smell_basic_001,comments_smell,basic,E-commerce,Comments (as smell indicator),1,27,4,83.09,0,0,0,1,Long Method,1,0,deepseek-coder-6.7b,es
comments_smell_intermediate_001,comments_smell,intermediate,E-commerce,Comments (as smell indicator),1,68,2,86.55,0,0,0,14,Data Class;Duplicated Code;Lazy Class;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,es
data_class_advanced_001,data_class,advanced,Finance,Data Class,1,81,2,100.0,1,0,0,78,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,1,1,deepseek-coder-6.7b,es
data_class_basic_001,data_class,basic,E-commerce,Data Class,1,30,2,100.0,0,0,0,28,Data Class;Duplicated Code;Long Parameter List,1,1,deepseek-coder-6.7b,es
data_class_intermediate_001,data_class,intermediate,Finance,Data Class,1,78,2,100.0,1,0,0,78,Data Class;Duplicated Code;God Class / Large Class;Long Parameter List,1,1,deepseek-coder-6.7b,es
data_clumps_advanced_001,data_clumps,advanced,Healthcare,Data Clumps,1,28,1,100.0,1,0,0,5,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,es
data_clumps_basic_001,data_clumps,basic,E-commerce,Data Clumps,1,6,1,100.0,0,0,0,1,Long Parameter List,1,0,deepseek-coder-6.7b,es
data_clumps_intermediate_001,data_clumps,intermediate,Finance,Data Clumps,1,32,3,55.5,0,0,0,2,Duplicated Code;Long Parameter List,1,0,deepseek-coder-6.7b,es
dead_code_advanced_001,dead_code,advanced,Finance,Dead Code,1,36,3,100.0,0,0,0,12,Duplicated Code,1,0,deepseek-coder-6.7b,es
dead_code_basic_001,dead_code,basic,E-commerce,Dead Code,1,14,2,100.0,1,1,0,4,Duplicated Code;Temporary Field,1,0,deepseek-coder-6.7b,es
dead_code_intermediate_001,dead_code,intermediate,Finance,Dead Code,1,42,4,51.21,1,0,0,24,Data Class;Duplicated Code;Lazy Class,1,0,deepseek-coder-6.7b,es
deep_nesting_advanced_001,deep_nesting,advanced,Healthcare,Deep Nesting,1,9,7,65.94,5,0,0,1,Deep Nesting,1,1,deepseek-coder-6.7b,es
deep_nesting_basic_001,deep_nesting,basic,E-commerce,Deep Nesting,1,11,5,87.44,1,0,0,8,Long Parameter List;Magic Numbers/Strings,1,0,deepseek-coder-6.7b,es
deep_nesting_intermediate_001,deep_nesting,intermediate,Finance,Deep Nesting,1,28,8,90.95,1,0,0,3,Comments (as smell indicator);Long Method;Long Parameter List,1,0,deepseek-coder-6.7b,es
duplicated_code_advanced_001,duplicated_code,advanced,General Software,Duplicated Code,1,72,4,48.59,0,0,0,15,Data Clumps;Duplicated Code;Long Parameter List;Magic Numbers/Strings,1,1,deepseek-coder-6.7b,es
duplicated_code_basic_001,duplicated_code,basic,E-commerce,Duplicated Code,1,42,9,77.27,5,0,0,7,Dead Code;Deep Nesting;Duplicated Code;Long Method,1,1,deepseek-coder-6.7b,es
